months_age,box,distance,gender,grade,racenumber,schedule,dogName,ken,odds,time,trn,avg_weight,hiGrade
28,7,0,1,1,4,0,2019,3,2.5,30.83,4,72,3
28,8,0,1,1,4,0,1719,10,7.0,30.88,1,70,3
52,1,0,0,3,5,0,764,5,12.0,31.76,5,61,5
28,2,0,1,3,5,0,1374,3,2.5,31.21,4,72,5
28,3,0,0,3,5,0,1481,9,10.0,31.06,17,60,4
28,5,0,1,3,5,0,1690,4,4.0,31.35,2,75,5
28,6,0,0,3,5,0,2042,7,8.0,32.58,11,68,5
28,7,0,1,3,5,0,1442,3,7.0,31.73,4,65,5
28,8,0,1,3,5,0,2547,13,6.0,31.27,21,77,4
28,1,0,0,0,6,0,2155,8,12.0,30.77,20,67,2
40,2,0,0,0,6,0,816,6,8.0,30.83,15,60,2
28,4,0,0,0,6,0,959,14,7.0,30.97,0,67,2
28,5,0,0,0,6,0,1721,10,6.0,30.73,1,64,2
27,6,0,1,0,6,0,499,4,10.0,30.48,2,74,2
28,7,0,1,0,6,0,326,2,4.0,30.99,16,77,2
40,8,0,1,0,6,0,809,6,4.5,30.74,15,69,2
28,1,0,1,3,7,0,275,2,12.0,32.18,16,80,5
28,2,0,1,3,7,0,2341,4,10.0,31.72,2,74,5
28,3,0,0,3,7,0,1645,6,8.0,31.96,15,65,4
40,4,0,0,3,7,0,1229,10,2.5,31.45,1,55,4
40,6,0,0,3,7,0,1142,3,7.0,31.11,4,64,4
52,8,0,1,3,7,0,1382,0,6.0,31.64,12,72,4
28,1,0,1,1,8,0,278,2,6.0,30.64,16,78,2
28,2,0,1,1,8,0,1034,1,7.0,31.11,13,68,3
28,3,0,0,1,8,0,860,14,4.5,30.89,0,62,2
40,5,0,1,1,8,0,51,8,2.5,30.76,20,67,2
40,6,0,1,1,8,0,84,10,4.0,30.54,1,68,2
28,7,0,1,1,8,0,1502,9,12.0,30.76,17,81,2
28,8,0,0,1,8,0,2117,6,10.0,31.57,15,57,3
40,1,0,0,2,9,0,905,14,6.0,31.14,0,60,3
28,2,0,1,2,9,0,2013,3,8.0,30.75,4,63,2
28,3,0,0,2,9,0,235,2,12.0,31.99,16,67,4
52,4,0,0,2,9,0,1535,9,4.0,30.52,17,61,2
28,5,0,0,2,9,0,1743,10,10.0,30.92,1,67,4
28,6,0,0,2,9,0,2041,7,3.5,30.88,11,62,3
40,7,0,1,2,9,0,2386,13,2.5,31.53,21,68,4
40,8,0,1,2,9,0,2236,8,7.0,30.81,20,80,3
28,2,0,1,0,10,0,2411,4,12.0,30.76,2,68,2
52,3,0,0,0,10,0,1873,10,2.5,30.56,1,59,2
40,4,0,1,0,10,0,1575,3,7.0,30.52,4,77,2
28,5,0,0,0,10,0,755,14,4.0,30.17,0,59,2
40,6,0,0,0,10,0,980,6,6.0,30.87,15,67,2
28,7,0,1,0,10,0,2399,8,10.0,30.69,20,71,2
40,8,0,1,0,10,0,2417,12,4.5,30.41,19,73,2
28,1,0,1,3,11,0,2352,4,12.0,31.76,2,75,5
40,2,0,1,3,11,0,1038,10,10.0,31.07,1,71,3
28,3,0,0,3,11,0,1225,2,3.5,31.24,16,60,5
40,4,0,1,3,11,0,2105,13,8.0,31.17,21,69,4
52,6,0,1,3,11,0,2253,3,7.0,31.11,4,76,4
40,7,0,0,3,11,0,2127,3,6.0,31.84,4,68,5
40,8,0,0,3,11,0,438,14,2.5,31.32,0,67,5
28,1,0,0,1,12,0,1564,9,7.0,30.76,17,69,2
40,2,0,0,1,12,0,857,1,10.0,31.06,13,65,3
52,3,0,1,1,12,0,1733,10,12.0,30.59,1,77,2
28,4,0,1,1,12,0,982,6,4.5,31.33,15,69,3
40,5,0,1,1,12,0,2065,7,6.0,30.48,11,77,3
40,6,0,0,1,12,0,719,12,8.0,30.77,19,63,3
52,7,0,0,1,12,0,1405,0,4.0,31.18,12,64,3
28,8,0,1,1,12,0,1693,4,2.5,30.85,2,72,3
40,1,0,1,3,13,0,1354,12,3.5,30.88,19,78,3
52,2,0,1,3,13,0,2569,13,12.0,30.96,21,70,3
40,3,0,0,3,13,0,1441,2,4.0,30.84,16,67,3
28,4,0,0,3,13,0,2026,3,6.0,31.26,4,58,5
40,6,0,0,3,13,0,122,7,2.5,30.81,11,63,2
40,7,0,0,3,13,0,1798,0,8.0,30.95,12,61,3
40,8,0,0,3,13,0,2282,5,10.0,31.07,5,63,5
64,1,0,0,3,14,0,1337,7,7.0,31.32,11,59,4
40,2,0,0,3,14,0,15,3,6.0,30.94,4,63,3
52,4,0,1,3,14,0,1706,14,10.0,30.93,0,78,4
52,5,0,0,3,14,0,2404,0,8.0,31.67,12,64,4
40,6,0,0,3,14,0,2229,1,4.5,30.68,13,63,3
28,7,0,1,3,14,0,2094,4,2.5,31.68,2,75,5
28,1,0,1,2,15,0,2278,1,4.0,30.58,13,81,2
52,2,0,1,2,15,0,501,7,6.0,31.31,11,69,4
28,3,0,1,2,15,0,1588,10,7.0,30.93,1,85,3
40,4,0,0,2,15,0,1255,8,2.5,30.82,20,61,2
40,5,0,1,2,15,0,866,14,12.0,31.11,0,82,3
40,6,0,0,2,15,0,2088,3,10.0,30.73,4,63,3
28,7,0,0,2,15,0,264,2,3.5,30.94,16,63,4
40,8,0,0,2,15,0,2210,0,8.0,30.94,12,60,3
52,1,0,1,2,1,0,501,7,4.0,31.31,11,69,4
52,2,0,0,2,1,0,1535,9,6.0,30.52,17,61,2
28,3,0,1,2,1,0,1588,10,12.0,30.93,1,85,3
41,4,0,0,2,1,0,948,6,7.0,30.97,15,57,4
28,5,0,0,2,1,0,1076,12,8.0,31.06,19,60,4
28,6,0,1,2,1,0,2013,3,10.0,30.75,4,63,2
28,7,0,0,2,1,0,144,14,2.5,31.47,0,58,4
28,8,0,1,2,1,0,1764,1,3.5,31.52,13,66,4
28,2,0,1,4,2,0,1986,4,4.5,31.44,2,74,6
28,3,0,0,4,2,0,2368,13,12.0,32.39,21,54,6
28,5,0,0,4,2,0,1548,9,8.0,32.74,17,61,6
28,6,0,0,4,2,0,2367,13,7.0,31.93,21,59,6
28,8,0,1,4,2,0,376,2,4.0,31.54,16,74,6
28,1,0,1,3,3,0,728,7,4.0,31.07,11,79,4
28,2,0,1,3,3,0,2547,13,2.5,31.27,21,77,4
28,3,0,1,3,3,0,1442,3,12.0,31.73,4,65,5
28,4,0,0,3,3,0,1510,9,3.5,30.99,17,56,4
28,5,0,0,3,3,0,1861,14,7.0,31.81,0,59,5
28,6,0,0,3,3,0,1808,0,10.0,32.37,12,59,5
29,7,0,0,3,3,0,1743,10,8.0,30.92,1,67,4
29,8,0,1,3,3,0,329,4,6.0,31.08,2,71,4
40,1,0,0,1,4,0,2280,0,2.5,30.73,12,66,2
52,2,0,0,1,4,0,1947,1,4.0,30.98,13,59,2
28,3,0,0,1,4,0,2066,7,4.5,31.05,11,62,3
28,4,0,0,1,4,0,264,2,6.0,30.94,16,63,3
28,5,0,1,1,4,0,2019,3,7.0,30.83,4,72,3
40,6,0,1,1,4,0,2236,8,8.0,30.81,20,80,3
52,7,0,0,1,4,0,2296,12,10.0,30.86,19,60,3
28,8,0,0,1,4,0,2117,6,12.0,31.57,15,57,3
28,1,0,0,3,5,0,2026,3,12.0,31.26,4,58,5
28,3,0,0,3,5,0,1645,6,10.0,31.96,15,65,4
28,4,0,0,3,5,0,2062,7,8.0,31.32,11,59,4
29,5,0,0,3,5,0,108,13,6.0,31.35,21,67,5
28,6,0,1,3,5,0,2352,4,7.0,31.76,2,75,5
28,7,0,0,3,5,0,1039,8,3.5,31.47,20,59,5
28,8,0,0,3,5,0,236,2,4.0,31.89,16,66,4
28,2,0,0,0,6,0,1665,1,6.0,30.52,13,58,2
52,3,0,0,0,6,0,168,7,10.0,30.67,11,65,2
52,4,0,0,0,6,0,1873,10,4.5,30.56,1,59,2
28,5,0,0,0,6,0,755,14,4.0,30.17,0,59,2
28,6,0,1,0,6,0,499,4,8.0,30.48,2,74,2
40,7,0,1,0,6,0,958,6,2.5,30.69,15,77,2
28,8,0,0,0,6,0,2274,12,7.0,30.71,19,68,2
28,1,0,1,3,7,0,275,2,3.5,31.79,16,80,5
52,2,0,0,3,7,0,1090,7,12.0,31.12,11,69,4
28,3,0,0,3,7,0,1278,14,8.0,31.17,0,60,4
28,4,0,0,3,7,0,1890,13,10.0,31.35,21,55,5
28,5,0,0,3,7,0,1236,10,7.0,32.01,1,61,4
28,6,0,1,3,7,0,1191,1,6.0,30.99,13,81,3
40,7,0,0,3,7,0,1142,3,4.0,31.11,4,64,4
40,8,0,0,3,7,0,2244,0,2.5,31.09,12,61,4
28,1,0,1,1,8,0,1034,1,6.0,31.11,13,68,3
40,2,0,1,1,8,0,382,5,8.0,30.67,5,74,2
41,3,0,1,1,8,0,2065,7,4.5,30.48,11,77,3
28,4,0,1,1,8,0,1502,9,12.0,30.76,17,81,2
40,5,0,0,1,8,0,986,6,4.0,31.12,15,59,3
40,6,0,0,1,8,0,807,14,10.0,30.94,0,67,3
28,7,0,1,1,8,0,2400,8,2.5,31.03,20,67,3
28,8,0,1,1,8,0,667,2,7.0,30.99,16,67,3
28,1,0,1,2,9,0,2278,1,12.0,30.58,13,81,2
28,2,0,0,2,9,0,1859,14,7.0,31.69,0,74,4
29,3,0,1,2,9,0,1741,10,10.0,31.19,1,79,4
41,4,0,0,2,9,0,1255,8,2.5,30.82,20,61,2
28,6,0,1,2,9,0,741,7,3.5,31.16,11,65,4
40,7,0,1,2,9,0,185,2,4.0,31.44,16,74,3
40,8,0,1,2,9,0,2445,4,6.0,31.46,2,76,3
28,2,0,1,0,10,0,2411,4,8.0,30.76,2,68,2
40,3,0,1,0,10,0,44,8,4.5,30.58,20,64,2
40,4,0,0,0,10,0,980,6,2.5,30.87,15,67,2
40,5,0,1,0,10,0,1575,3,10.0,30.52,4,77,2
76,6,0,1,0,10,0,2202,12,12.0,30.85,19,75,2
28,7,0,1,0,10,0,1079,12,4.0,30.75,19,78,2
52,8,0,0,0,10,0,2269,10,6.0,30.58,1,60,2
40,1,0,0,3,11,0,2256,3,12.0,30.78,4,61,4
40,2,0,1,3,11,0,2431,4,10.0,31.38,2,85,5
52,4,0,1,3,11,0,2040,7,2.5,31.27,11,77,5
40,5,0,0,3,11,0,1229,10,3.5,31.45,1,55,4
28,6,0,1,3,11,0,2389,13,6.0,30.87,21,66,5
40,7,0,0,3,11,0,50,14,4.0,30.81,0,62,4
40,8,0,0,3,11,0,2282,5,7.0,31.07,5,63,5
28,1,0,1,1,12,0,278,2,7.0,30.64,16,78,2
28,2,0,0,1,12,0,860,14,12.0,30.89,0,62,2
40,3,0,1,1,12,0,1796,0,10.0,30.89,12,77,2
52,4,0,0,1,12,0,341,6,8.0,30.77,15,60,2
40,5,0,0,1,12,0,857,1,6.0,31.06,13,65,3
40,6,0,1,1,12,0,51,8,2.5,30.76,20,67,2
28,7,0,1,1,12,0,1693,4,4.0,30.85,2,72,3
40,8,0,1,1,12,0,2251,3,4.5,31.08,4,67,3
28,1,0,0,3,13,0,1137,1,2.5,31.97,13,60,5
40,3,0,0,3,13,0,2475,0,10.0,31.06,12,62,4
40,4,0,1,3,13,0,2162,12,8.0,30.63,19,79,4
40,5,0,0,3,13,0,1441,2,3.5,30.84,16,67,3
28,6,0,0,3,13,0,2015,3,4.0,31.06,4,57,4
28,7,0,0,3,13,0,1612,7,6.0,31.68,11,66,5
41,8,0,1,3,13,0,2138,13,7.0,30.99,21,72,4
28,2,0,1,2,14,0,2094,4,6.0,31.57,2,75,4
40,3,0,0,2,14,0,1014,5,4.5,31.47,5,65,4
40,4,0,1,2,14,0,1795,0,7.0,31.03,12,75,3
28,5,0,0,2,14,0,745,14,8.0,30.85,0,65,3
40,7,0,0,2,14,0,1412,8,4.0,31.26,20,62,3
40,1,0,1,2,15,0,1036,12,3.5,31.39,19,77,4
40,2,0,1,2,15,0,1421,4,6.0,30.71,2,72,2
40,3,0,0,2,15,0,2088,3,12.0,30.73,4,63,3
40,4,0,1,2,15,0,216,2,2.5,30.97,16,73,3
40,5,0,0,2,15,0,905,14,4.0,31.14,0,60,3
40,6,0,1,2,15,0,2386,13,7.0,31.53,21,68,4
40,7,0,0,2,15,0,122,7,8.0,30.81,11,63,2
40,8,0,1,2,15,0,1411,0,10.0,30.64,12,73,2
28,1,0,0,2,1,0,113,13,3.5,31.88,21,59,4
39,2,0,1,2,1,0,1183,14,4.0,31.12,0,76,4
28,3,0,0,2,1,0,2066,7,8.0,31.05,11,62,4
28,5,0,1,2,1,0,1230,10,2.5,31.65,10,68,4
27,6,0,0,2,1,0,1803,0,6.0,31.03,12,58,3
39,7,0,0,2,1,0,1491,9,7.0,31.09,17,57,3
28,8,0,0,2,1,0,2015,3,10.0,31.06,4,57,4
28,1,0,0,4,2,0,1808,0,12.0,33.23,12,59,6
28,2,0,1,4,2,0,2389,13,7.0,30.87,21,66,6
27,3,0,1,4,2,0,1986,4,6.0,31.44,2,74,6
27,6,0,0,4,2,0,1377,3,4.0,32.75,4,62,6
27,7,0,0,4,2,0,1701,0,8.0,31.98,12,59,6
27,8,0,0,4,2,0,207,2,12.0,33.27,16,62,6
28,1,0,1,2,3,0,1445,1,8.0,31.15,13,78,3
28,2,0,0,2,3,0,558,4,12.0,30.93,2,59,3
40,3,0,1,2,3,0,1266,8,7.0,31.12,20,73,4
28,4,0,1,2,3,0,627,12,2.5,31.18,19,82,4
27,5,0,0,2,3,0,300,2,10.0,30.64,16,63,2
40,6,0,1,2,3,0,958,6,6.0,30.69,15,77,2
40,7,0,0,2,3,0,1106,3,4.0,31.78,4,66,4
40,1,0,1,1,4,0,1795,0,7.0,31.03,12,75,3
40,2,0,1,1,4,0,2503,1,4.0,30.64,13,72,2
51,4,0,0,1,4,0,19,3,12.0,32.37,4,65,3
39,7,0,0,1,4,0,1896,4,8.0,30.88,2,59,2
39,8,0,0,1,4,0,2271,6,6.0,31.44,15,54,3
27,1,0,0,3,5,0,1099,4,12.0,31.15,2,60,4
28,2,0,1,3,5,0,1755,10,8.0,31.14,10,77,4
40,3,0,1,3,5,0,1246,3,4.0,32.26,4,77,5
40,4,0,0,3,5,0,2475,0,3.5,31.06,12,62,4
27,6,0,0,3,5,0,255,2,6.0,32.47,16,60,5
28,7,0,0,3,5,0,1508,9,7.0,31.22,17,65,5
27,8,0,1,3,5,0,1990,14,10.0,32.06,0,73,5
52,1,0,1,0,6,0,2082,4,7.0,30.64,2,79,2
40,2,0,0,0,6,0,2280,0,8.0,30.73,12,66,2
27,3,0,0,0,6,0,1718,10,2.5,30.31,10,65,2
39,4,0,1,0,6,0,44,8,4.0,30.58,20,64,2
40,5,0,1,0,6,0,2420,12,6.0,30.65,19,76,2
39,6,0,0,0,6,0,1551,9,12.0,30.68,17,60,2
28,7,0,1,0,6,0,1642,12,4.5,30.86,19,74,2
39,8,0,0,0,6,0,375,13,10.0,30.67,21,64,2
27,1,0,0,3,7,0,2432,3,12.0,31.35,4,61,5
27,2,0,1,3,7,0,1764,1,10.0,31.59,13,66,4
27,3,0,1,3,7,0,20,5,2.5,30.97,5,74,5
27,4,0,1,3,7,0,1985,2,8.0,31.05,16,83,4
28,5,0,1,3,7,0,2047,7,3.5,31.47,11,72,5
28,6,0,1,3,7,0,106,13,4.0,31.13,21,72,5
52,7,0,0,3,7,0,1233,10,6.0,31.95,10,59,4
39,8,0,0,3,7,0,1121,4,7.0,31.31,2,63,5
28,1,0,1,1,8,0,734,7,4.5,30.88,11,68,3
64,2,0,1,1,8,0,1210,4,4.0,30.79,2,83,2
40,3,0,1,1,8,0,1411,0,12.0,30.64,12,73,2
40,4,0,0,1,8,0,954,6,6.0,31.36,15,61,3
51,5,0,0,1,8,0,2269,10,8.0,30.58,10,60,2
28,6,0,0,1,8,0,1540,9,10.0,30.67,17,62,3
27,7,0,0,1,8,0,511,1,7.0,30.64,13,60,2
40,8,0,1,1,8,0,2251,3,2.5,31.08,4,67,3
40,1,0,0,2,9,0,2313,0,12.0,30.88,12,58,3
40,5,0,0,2,9,0,2256,3,10.0,30.78,4,61,4
40,6,0,0,2,9,0,195,2,7.0,31.01,16,65,4
27,1,0,1,0,10,0,2396,8,2.5,31.02,20,66,2
28,2,0,0,0,10,0,2155,8,4.0,30.77,20,67,2
52,3,0,0,0,10,0,341,6,12.0,30.77,15,60,2
27,4,0,1,0,10,0,1079,12,10.0,30.75,19,78,2
27,5,0,1,0,10,0,1502,9,8.0,30.76,17,81,2
40,6,0,1,0,10,0,2249,3,7.0,30.84,4,76,2
40,7,0,0,0,10,0,1810,4,4.5,31.08,2,68,2
28,8,0,0,0,10,0,1721,10,6.0,30.73,10,64,2
27,1,0,0,3,11,0,2351,2,10.0,31.11,16,58,5
51,3,0,0,3,11,0,74,14,7.0,30.86,0,60,3
40,4,0,1,3,11,0,418,0,6.0,30.91,12,76,3
40,5,0,1,3,11,0,1822,3,8.0,30.83,4,77,4
28,1,1,1,2,1,0,302,2,12.0,37.81,16,74,3
40,2,1,0,2,1,0,1922,3,10.0,37.48,4,59,2
40,3,1,0,2,1,0,1780,0,8.0,37.91,12,55,3
40,5,1,0,2,1,0,1563,9,3.5,37.92,17,66,4
51,6,0,1,3,11,0,1189,8,12.0,31.43,20,78,5
51,7,0,0,3,11,0,1372,3,2.5,30.98,4,57,4
52,8,0,0,3,11,0,1090,7,3.5,31.12,11,69,4
28,1,0,1,1,12,0,158,10,4.0,30.58,10,75,2
40,3,0,1,1,12,0,95,1,10.0,30.45,13,76,3
52,4,0,1,1,12,0,1624,0,8.0,30.75,12,76,2
39,5,0,1,1,12,0,1495,9,7.0,30.49,17,80,2
39,6,0,0,1,12,0,960,6,6.0,30.67,15,64,2
39,7,0,1,1,12,0,151,4,2.5,30.48,2,70,2
39,8,0,0,1,12,0,1922,3,4.5,31.83,4,59,2
40,7,1,0,2,1,0,992,6,2.5,37.89,15,58,3
40,8,1,0,2,1,0,64,14,4.0,38.03,0,63,4
40,2,1,1,3,2,0,720,12,4.0,37.67,19,73,4
52,3,1,1,3,2,0,1382,0,2.5,37.78,12,72,4
52,4,1,0,3,2,0,2404,0,10.0,37.97,12,64,4
28,1,0,0,3,13,0,2022,3,3.5,30.85,4,57,4
40,2,0,1,3,13,0,2431,4,12.0,32.31,2,85,5
51,4,0,1,3,13,0,1868,6,2.5,30.81,15,75,3
39,5,0,0,3,13,0,16,3,10.0,30.95,4,69,4
28,6,0,1,3,13,0,324,2,7.0,31.41,16,76,5
52,7,0,1,3,13,0,1496,9,6.0,30.84,17,78,3
39,8,0,1,3,13,0,2543,13,8.0,31.01,21,68,4
39,1,0,1,1,14,0,713,10,2.5,30.95,10,63,3
28,2,0,0,4,3,0,1557,9,2.5,31.87,17,63,6
28,3,0,1,4,3,0,252,2,12.0,32.54,16,69,6
29,5,0,0,4,3,0,1731,10,10.0,31.67,1,61,6
29,6,0,0,4,3,0,632,12,8.0,31.94,19,70,6
28,7,0,0,4,3,0,550,1,4.0,31.33,13,57,6
28,8,0,1,4,3,0,1832,2,6.0,31.67,16,78,6
53,2,0,0,1,4,0,624,0,2.5,30.67,12,60,2
39,2,0,0,1,14,0,758,14,12.0,30.57,0,60,2
51,3,0,0,1,14,0,2454,7,6.0,30.37,11,66,2
39,4,0,0,1,14,0,1519,9,10.0,30.84,17,60,2
40,5,0,0,1,14,0,383,3,8.0,31.38,4,69,3
40,6,0,1,1,14,0,1381,12,4.0,30.75,19,73,3
39,8,0,1,1,14,0,862,6,4.5,30.72,15,75,2
40,1,0,1,2,15,0,2149,3,12.0,30.99,4,78,3
28,3,0,1,2,15,0,1741,10,2.5,31.19,10,79,4
39,4,0,1,2,15,0,2208,12,10.0,31.26,19,76,4
39,5,0,1,2,15,0,589,4,4.0,30.83,2,80,3
40,4,0,0,1,4,0,1551,9,6.0,30.68,17,60,2
40,5,0,0,1,4,0,994,6,8.0,30.58,15,61,2
41,6,0,1,1,4,0,922,14,10.0,31.62,0,74,3
28,7,0,1,1,4,0,328,2,4.0,30.81,16,76,2
40,8,0,1,1,4,0,2548,13,4.5,31.39,21,65,3
40,1,0,0,3,5,0,2127,3,12.0,31.84,4,68,5
28,2,0,0,3,5,0,1701,0,10.0,31.98,12,59,5
28,3,0,0,3,5,0,1481,9,8.0,31.06,17,60,4
40,1,0,0,2,1,0,742,7,2.5,31.02,11,69,4
28,2,0,1,2,1,0,490,4,7.0,30.78,2,72,4
40,3,0,0,2,1,0,54,14,8.0,31.12,0,63,4
52,4,0,0,2,1,0,442,8,12.0,30.76,20,61,2
28,5,0,0,2,1,0,1377,3,3.5,31.39,4,62,4
28,6,0,1,2,1,0,1407,1,10.0,31.48,13,73,4
40,7,0,1,2,1,0,2165,0,4.0,30.46,12,72,2
40,6,0,1,2,15,0,1011,5,6.0,30.81,5,73,2
28,7,0,0,2,15,0,747,14,7.0,31.06,0,62,4
40,5,0,1,3,5,0,1306,13,2.5,31.11,21,64,4
28,6,0,1,3,5,0,135,5,7.0,32.14,5,78,5
28,7,0,1,3,5,0,1690,4,6.0,31.35,2,75,5
40,8,0,0,3,5,0,1653,7,4.0,31.02,11,59,4
52,1,0,1,0,6,0,1733,10,12.0,30.59,1,77,2
28,2,0,0,0,6,0,959,14,10.0,30.97,0,67,2
28,3,0,0,0,6,0,669,4,8.0,30.77,2,63,2
28,4,0,1,0,6,0,1363,3,7.0,30.97,4,70,2
40,5,0,1,0,6,0,809,6,6.0,30.74,15,69,2
29,8,0,1,2,1,0,1752,10,6.0,31.19,1,75,4
28,1,0,1,4,2,0,1971,1,4.5,32.51,13,70,6
28,3,0,1,4,2,0,180,2,12.0,32.23,16,70,6
28,5,0,1,4,2,0,513,2,8.0,32.18,16,68,6
28,6,0,0,4,2,0,2134,4,7.0,31.44,2,58,6
28,7,0,1,4,2,0,424,4,6.0,31.57,2,64,6
28,8,0,0,4,2,0,2371,13,4.0,31.87,21,62,6
28,1,0,1,3,3,0,2132,4,12.0,31.14,2,74,5
28,2,0,1,3,3,0,1888,13,10.0,31.16,21,64,4
28,7,0,1,0,6,0,326,2,4.0,30.99,16,77,2
40,8,0,1,0,6,0,2417,12,4.5,30.41,19,73,2
28,1,0,0,3,7,0,2042,7,12.0,32.58,11,68,5
28,3,0,0,3,7,0,1225,2,3.5,31.24,16,60,5
28,4,0,0,3,7,0,1714,10,4.0,31.02,1,60,5
28,5,0,0,3,7,0,1704,0,10.0,31.99,12,59,5
40,6,0,1,3,7,0,2184,13,8.0,31.33,21,68,5
28,7,0,0,3,7,0,1364,3,7.0,31.76,4,62,5
28,8,0,1,3,7,0,1857,14,2.5,31.16,0,80,5
40,1,0,0,1,8,0,396,1,4.5,30.67,13,64,3
28,3,0,1,3,3,0,1980,1,2.5,31.55,13,71,5
29,4,0,1,3,3,0,266,2,6.0,31.16,16,68,4
28,5,0,0,3,3,0,2492,3,7.0,31.19,4,65,4
29,6,0,1,3,3,0,1230,10,8.0,31.43,1,68,4
28,7,0,0,3,3,0,1702,0,4.0,31.57,12,59,5
28,8,0,1,3,3,0,2047,7,3.5,31.47,11,72,4
40,2,0,0,1,4,0,954,6,6.0,31.19,15,61,3
40,3,0,1,1,4,0,151,4,8.0,30.48,2,70,2
40,4,0,0,1,4,0,1106,3,12.0,31.25,4,66,3
29,5,0,0,1,4,0,1540,9,7.0,30.67,17,63,3
28,2,0,1,1,8,0,1719,10,4.0,30.88,1,70,3
52,3,0,1,1,8,0,1515,9,7.0,30.87,17,74,2
28,4,0,0,1,8,0,2155,8,8.0,30.77,20,67,2
29,5,0,0,1,8,0,629,12,6.0,31.08,19,72,3
28,6,0,1,1,8,0,2027,3,2.5,30.96,4,67,3
40,7,0,0,1,8,0,2271,6,10.0,31.13,15,54,3
28,8,0,0,1,8,0,1863,14,12.0,31.04,0,62,3
28,1,0,1,2,9,0,1374,3,6.0,31.13,4,72,4
28,2,0,0,2,9,0,2300,13,12.0,31.92,21,61,3
52,3,0,0,2,9,0,1272,4,10.0,30.83,2,63,2
29,4,0,1,2,9,0,1756,10,4.0,30.99,1,75,3
29,5,0,1,2,9,0,2401,8,7.0,30.71,20,76,2
28,6,0,0,1,4,0,552,1,2.5,31.39,13,55,3
28,7,0,1,1,4,0,1032,2,4.5,30.98,16,75,3
28,8,0,0,1,4,0,1800,0,4.0,30.78,12,62,3
28,1,0,0,3,5,0,1705,0,3.5,31.88,12,59,5
29,2,0,1,3,5,0,627,12,2.5,31.18,19,82,4
41,3,0,0,3,5,0,1813,3,12.0,31.62,4,63,4
28,6,0,1,3,5,0,1065,7,8.0,31.78,11,73,5
40,7,0,1,3,5,0,2124,5,7.0,31.49,5,73,5
27,1,0,1,4,1,0,250,2,12.0,32.16,16,73,6
28,2,0,1,4,1,0,1860,14,3.5,31.95,0,81,6
28,3,0,0,4,1,0,1364,3,7.0,31.76,4,62,6
27,5,0,0,4,1,0,2134,4,6.0,31.44,2,58,6
28,6,0,1,4,1,0,1968,1,2.5,32.08,13,71,6
28,6,0,0,2,9,0,1805,0,3.5,30.86,12,58,4
28,7,0,0,2,9,0,1126,1,2.5,31.58,13,65,4
40,8,0,0,2,9,0,2232,14,8.0,30.81,0,63,3
41,2,0,0,0,10,0,816,6,6.0,30.83,15,60,2
28,3,0,0,0,10,0,762,14,7.0,30.92,0,60,2
28,4,0,1,0,10,0,1206,7,12.0,31.09,11,73,2
40,5,0,0,0,10,0,1519,9,8.0,30.84,17,60,2
28,6,0,0,0,10,0,1721,10,4.0,30.73,1,64,2
28,7,0,1,0,10,0,2399,8,10.0,30.69,20,71,2
40,8,0,1,3,5,0,2388,13,6.0,30.83,21,69,3
40,1,0,0,0,6,0,375,13,12.0,30.67,21,64,2
40,2,0,1,0,6,0,1495,9,10.0,30.49,17,80,2
28,3,0,0,0,6,0,1874,10,6.0,30.79,1,64,2
40,4,0,0,0,6,0,2235,8,8.0,30.52,20,67,2
28,5,0,1,0,6,0,1075,12,2.5,30.89,19,78,2
40,6,0,0,0,6,0,863,6,7.0,30.67,15,57,2
64,7,0,1,0,6,0,1243,4,4.0,30.56,2,70,2
40,8,0,0,0,6,0,2462,4,4.5,30.59,2,64,2
53,1,0,1,3,7,0,1661,7,6.0,31.52,11,76,4
29,2,0,1,3,7,0,324,2,12.0,31.41,16,76,5
40,3,0,1,3,7,0,1021,5,4.0,31.71,5,75,5
27,8,0,1,4,1,0,513,2,8.0,32.18,16,68,6
28,1,0,0,2,2,0,1449,8,4.5,31.33,20,58,4
28,2,0,1,2,2,0,1888,13,12.0,31.16,21,64,4
52,5,0,1,2,2,0,408,0,6.0,30.83,12,78,3
28,6,0,0,2,2,0,1377,3,2.5,31.39,4,62,4
28,8,0,1,2,2,0,1059,5,8.0,30.93,5,70,4
28,1,0,0,4,3,0,1131,1,4.0,32.22,13,60,6
40,2,0,1,3,11,0,2105,13,12.0,31.17,21,69,4
41,3,0,0,3,11,0,15,3,6.0,30.94,4,63,3
64,4,0,0,3,11,0,1337,7,7.0,31.32,11,59,4
28,5,0,0,3,11,0,235,2,10.0,31.63,16,67,4
40,7,0,1,3,11,0,38,14,3.5,31.85,0,70,5
40,8,0,0,3,11,0,2229,1,2.5,30.68,13,63,3
28,1,0,0,1,12,0,1564,9,12.0,30.76,17,69,2
28,2,0,0,1,12,0,2316,10,10.0,31.01,1,59,3
40,3,0,1,1,12,0,1049,4,4.0,30.61,2,74,2
28,4,0,0,3,7,0,1359,3,3.5,31.25,4,63,5
28,5,0,1,3,7,0,1504,9,2.5,31.81,17,72,5
40,6,0,0,3,7,0,723,13,10.0,31.48,21,52,5
40,7,0,1,3,7,0,2239,8,8.0,30.71,20,79,4
28,8,0,1,3,7,0,1585,12,7.0,31.56,19,73,4
28,1,0,0,1,8,0,1541,9,12.0,30.87,17,63,3
